,Text,Negative,Neutral,Positive,Subjectivity,Polarity
1115,but the transgressors among them changed the word from that which had been given them so we sent on them a plague from heaven. for that they repeatedly transgressed.,0.0,0.863,0.137,0.0,0.0
1116,"ask them concerning the town standing close by the sea. behold! they transgressed in the matter of the sabbath. for on the day of their sabbath their fish did come to them, openly holding up their heads, but on the day they had no sabbath, they came not: thus did we make a trial of them, for they were given to transgression.",0.048,0.935,0.016,0.5,0.0
1117,"when some of them said: ""why do ye preach to a people whom allah will destroy or visit with a terrible punishment?""- said the preachers:"" to discharge our duty to your lord, and perchance they may fear him.""",0.277,0.723,0.0,0.5,-0.6
1118,"when they disregarded the warnings that had been given them, we rescued those who forbade evil; but we visited the wrong-doers with a grievous punishment because they were given to transgression.",0.349,0.605,0.046,1.0,-0.9
1119,"when in their insolence they transgressed (all) prohibitions, we said to them: ""be ye apes, despised and rejected.""",0.273,0.727,0.0,0.0,0.0
1120,"behold! thy lord did declare that he would send against them, to the day of judgment, those who would afflict them with grievous penalty. thy lord is quick in retribution, but he is also oft-forgiving, most merciful.",0.109,0.891,0.0,0.6666666666666666,0.01111111111111109
1121,"we broke them up into sections on this earth. there are among them some that are the righteous, and some that are the opposite. we have tried them with both prosperity and adversity: in order that they might turn (to us).",0.126,0.874,0.0,0.0,0.0
1122,"after them succeeded an (evil) generation: they inherited the book, but they chose (for themselves) the vanities of this world, saying (for excuse): ""(everything) will be forgiven us."" (even so), if similar vanities came their way, they would (again) seize them. was not the covenant of the book taken from them, that they would not ascribe to allah anything but the truth? and they study what is in the book. but best for the righteous is the home in the hereafter. will ye not understand?",0.028,0.81,0.163,0.43750000000000006,-0.012500000000000011
1123,"as to those who hold fast by the book and establish regular prayer,- never shall we suffer the reward of the righteous to perish.",0.0,0.771,0.229,0.3384615384615385,0.1
1124,"when we shook the mount over them, as if it had been a canopy, and they thought it was going to fall on them (we said): ""hold firmly to what we have given you, and bring (ever) to remembrance what is therein; perchance ye may fear allah.""",0.093,0.907,0.0,0.4,-0.2
1125,"when thy lord drew forth from the children of adam - from their loins - their descendants, and made them testify concerning themselves, (saying): ""am i not your lord (who cherishes and sustains you)?""- they said: ""yea! we do testify!"" (this), lest ye should say on the day of judgment: ""of this we were never mindful"":",0.0,0.936,0.064,0.0,0.0
1126,"or lest ye should say: ""our fathers before us may have taken false gods, but we are (their) descendants after them: wilt thou then destroy us because of the deeds of men who were futile?""",0.207,0.793,0.0,0.3,-0.30000000000000004
1127,thus do we explain the signs in detail; and perchance they may turn (unto us).,0.0,1.0,0.0,0.0,0.0
1128,"relate to them the story of the man to whom we sent our signs, but he passed them by: so satan followed him up, and he went astray.",0.0,1.0,0.0,0.0,0.0
1129,"if it had been our will, we should have elevated him with our signs; but he inclined to the earth, and followed his own vain desires. his similitude is that of a dog: if you attack him, he lolls out his tongue, or if you leave him alone, he (still) lolls out his tongue. that is the similitude of those who reject our signs; so relate the story; perchance they may reflect.",0.185,0.815,0.0,1.0,0.6
1130,evil as an example are people who reject our signs and wrong their own souls.,0.459,0.541,0.0,0.9666666666666667,-0.3
1131,"whom allah doth guide,- he is on the right path: whom he rejects from his guidance,- such are the persons who perish.",0.132,0.868,0.0,0.5178571428571428,0.14285714285714285
1132,"many are the jinns and men we have made for hell: they have hearts wherewith they understand not, eyes wherewith they see not, and ears wherewith they hear not. they are like cattle,- nay more misguided: for they are heedless (of warning).",0.177,0.739,0.084,0.5,0.5
1133,"the most beautiful names belong to allah: so call on him by them; but shun such men as use profanity in his names: for what they do, they will soon be requited.",0.0,0.923,0.077,0.6666666666666666,0.45
1134,of those we have created are people who direct (others) with truth. and dispense justice therewith.,0.0,0.628,0.372,0.4,0.1
1135,"those who reject our signs, we shall gradually visit with punishment, in ways they perceive not;",0.296,0.704,0.0,0.0,0.0
1136,respite will i grant unto them: for my scheme is strong (and unfailing).,0.0,0.655,0.345,0.7333333333333333,0.4333333333333333
1137,do they not reflect? their companion is not seized with madness: he is but a perspicuous warner.,0.0,0.904,0.096,0.0,0.0
1138,do they see nothing in the government of the heavens and the earth and all that allah hath created? (do they not see) that it may well be that their terms is nigh drawing to an end? in what message after this will they then believe?,0.0,0.854,0.146,0.0,0.0
1139,"to such as allah rejects from his guidance, there can be no guide: he will leave them in their trespasses, wandering in distraction.",0.326,0.674,0.0,0.5,0.0
1140,"they ask thee about the (final) hour - when will be its appointed time? say: ""the knowledge thereof is with my lord (alone): none but he can reveal as to when it will occur. heavy were its burden through the heavens and the earth. only, all of a sudden will it come to you."" they ask thee as if thou wert eager in search thereof: say: ""the knowledge thereof is with allah (alone), but most men know not.""",0.09,0.833,0.078,0.7,0.06
1141,"say: ""i have no power over any good or harm to myself except as allah willeth. if i had knowledge of the unseen, i should have multiplied all good, and no evil should have touched me: i am but a warner, and a bringer of glad tidings to those who have faith.""",0.061,0.718,0.221,0.8,0.6
1142,"it is he who created you from a single person, and made his mate of like nature, in order that he might dwell with her (in love). when they are united, she bears a light burden and carries it about (unnoticed). when she grows heavy, they both pray to allah their lord, (saying): ""if thou givest us a goodly child, we vow we shall (ever) be grateful.""",0.036,0.736,0.228,0.5357142857142857,0.1880952380952381
1143,"but when he giveth them a goodly child, they ascribe to others a share in the gift they have received: but allah is exalted high above the partners they ascribe to him.",0.0,0.819,0.181,0.4133333333333334,0.2866666666666667
1144,"do they indeed ascribe to him as partners things that can create nothing, but are themselves created?",0.0,0.787,0.213,0.0,0.0
1145,"no aid can they give them, nor can they aid themselves!",0.199,0.801,0.0,0.0,0.0
1146,"if ye call them to guidance, they will not obey: for you it is the same whether ye call them or ye hold your peace!",0.0,0.864,0.136,0.125,0.0
1147,"verily those whom ye call upon besides allah are servants like unto you: call upon them, and let them listen to your prayer, if ye are (indeed) truthful!",0.0,0.818,0.182,0.5,0.625
1148,"have they feet to walk with? or hands to lay hold with? or eyes to see with? or ears to hear with? say: ""call your 'god-partners', scheme (your worst) against me, and give me no respite!",0.182,0.818,0.0,1.0,-1.0
1149,"""for my protector is allah, who revealed the book (from time to time), and he will choose and befriend the righteous.",0.0,1.0,0.0,0.0,0.0
1150,"""but those ye call upon besides him, are unable to help you, and indeed to help themselves.""",0.0,0.679,0.321,0.5,-0.5
1151,"if thou callest them to guidance, they hear not. thou wilt see them looking at thee, but they see not.",0.0,1.0,0.0,0.0,0.0
1152,hold to forgiveness; command what is right; but turn away from the ignorant.,0.174,0.724,0.102,0.5357142857142857,0.2857142857142857
1153,"if a suggestion from satan assail thy (mind), seek refuge with allah; for he heareth and knoweth (all things).",0.0,1.0,0.0,0.0,0.0
1154,"those who fear allah, when a thought of evil from satan assaults them, bring allah to remembrance, when lo! they see (aright)!",0.381,0.619,0.0,1.0,-1.0
1155,"but their brethren (the evil ones) plunge them deeper into error, and never relax (their efforts).",0.495,0.505,0.0,1.0,-1.0
